NUMBER,NAME,LOCATION,STATUS,LATX,LONGX,ELEV,TYPE,YEAR,PLACE
0402-021,Churchill,Alaska,Radiocarbon,61.38333333,-141.75,5005,Stratovolcano,-800,Alaska-E
0402-022,Chyulu Hills,Africa,Anthropology,-2.683333333,37.88333333,2188,Volcano field,1855,Africa-E
0402-03=,Ciguatepe  Cerro el,Nicaragua,Holocene,12.53333333,-86.14166667,603,Stratovolcano,unknown,Nicaragua
0402-05-,Cinnamon Butte,United States,Holocene,43.24111111,-122.1083333,1956,Cinder cone,unknown,US-Oregon
0403-04=,Cinotepeque  Cerro,El Salvador,Holocene,14.01666667,-89.25,665,Volcano field,unknown,El Salvador
0403-05=,Clark,New Zealand,Fumarolic,-36.44638889,177.8388889,-860,Submarine volcano,unknown,New Zealand
0403-061,Clear Lake,United States,Holocene,38.96666667,-122.7666667,1439,Volcano field,unknown,US-California
0403-06=,Cleft Segment,Pacific Ocean,Historical,44.83333333,-130.3,-2140,Submarine volcano,1986,Pacific-NE
0403-07=,Cleveland,Aleutian Islands,Historical,52.825,-169.9438889,1730,Stratovolcano,2011,Aleutian is
0403-08=,Coatepeque Caldera,El Salvador,Holocene,13.86666667,-89.55,746,Caldera,unknown,El Salvador
0403-09=,CoAxial Segment,Pacific Ocean,Historical,46.51666667,-129.5833333,-2400,Submarine volcano,1993,Pacific-NE
0403-101,Cobb Segment,Pacific Ocean,Uranium-series,46.88333333,-129.3333333,-2100,Submarine volcano,-1180,Pacific-NE
0403-102,Cochiquito Volcano Group,Argentina,Holocene,-36.76666667,-69.81666667,1435,Stratovolcano,unknown,Argentina
0403-10=,Cochons  ile aux,Indian Ocean,Holocene,-46.1,50.23333333,775,Stratovolcano,unknown,Indian O.-S
0403-11=,Cofre de Perote,Mexico,Radiocarbon,19.49166667,-97.15,4282,Shield volcano,1150,Mexico
0403-12-,Colachi,Chile,Holocene,-23.23638889,-67.645,5631,Stratovolcano,unknown,Chile-N
0403-13-,Coleman Seamount,Pacific Ocean,Holocene,-8.833333333,157.1666667,,Submarine volcano,unknown,Solomon is-SW Pacific
0404-00-,Colima,Mexico,Historical,19.51388889,-103.6166667,3850,Stratovolcano,2011,Mexico
0404-001,Colo [Una Una],Indonesia,Historical,-0.166666667,121.6083333,507,Stratovolcano,1983,Sulawesi-indonesia
0404-01=,Comondu-La Purisima,Mexico,Holocene,26,-111.9166667,780,Volcano field,unknown,Mexico
0404-02-,Concepcion,Nicaragua,Historical,11.53777778,-85.6225,1700,Stratovolcano,2011,Nicaragua
0404-03-,Conchagua,El Salvador,Uncertain,13.275,-87.845,1225,Stratovolcano,unknown,El Salvador
0404-04=,Conchaguita,El Salvador,Historical,13.22861111,-87.7675,505,Stratovolcano,1892,El Salvador
0404-05-,Condor  Cerro el,Argentina,Holocene,-26.61666667,-68.35,6532,Stratovolcano,unknown,Argentina
0405-01-,Copahue,Chile,Historical,-37.85,-71.16666667,2997,Stratovolcano,2000,Chile-C
0405-02-,Copiapo,Chile,Uncertain,-27.3,-69.13333333,6052,Stratovolcano,unknown,Chile-N
0405-03-,Corbetti Caldera,Ethiopia,Holocene,7.183333333,38.43333333,2320,Caldera,unknown,Ethiopia
0500-01=,Corcovado,Chile,Historical,-43.18333333,-72.8,2300,Stratovolcano,-4920,Chile-S
0500-02-,Cordon de Puntas Negras,Chile,Holocene,-23.74277778,-67.53416667,5852,Stratovolcano,unknown,Chile-N
0501-001,Cordon del Azufre,Chile,Holocene,-25.33333333,-68.51666667,5463,Complex volcano,unknown,Chile-N
0501-002,Coronado,Mexico,Fumarolic,29.08333333,-113.5133333,440,Stratovolcano,unknown,Mexico
0501-011,Coropuna,Peru,Holocene,-15.51666667,-72.65,6377,Stratovolcano,unknown,Peru
0501-01=,Corvo,Portugal,Holocene,39.69888889,-31.11083333,718,Stratovolcano,unknown,Azores
0501-02=,Cosiguina,Nicaragua,Historical,12.98333333,-87.56666667,872,Stratovolcano,1859,Nicaragua
0501-03=,Coso Volcano Field,United States,Holocene,36.03333333,-117.8166667,2400,Lava dome,unknown,US-California
0501-041,Cotopaxi,Ecuador,Historical,-0.677222222,-78.43611111,5911,Stratovolcano,1940,Ecuador
0501-05=,Crater Basalt Volcano Field,Chile,Holocene,-42.01666667,-70.18333333,1359,Cinder cone,unknown,Chile-S/Argentina
0501-06=,Crater Lake,United States,Radiocarbon,42.93333333,-122.1166667,2487,Caldera,-2850,US-Oregon
0501-07=,Crater Mountain,New Guinea,Holocene,-6.583333333,145.0833333,3233,Stratovolcano,unknown,New Guinea
0501-08=,Craters of the Moon,United States,Radiocarbon,43.41666667,-113.5,2005,Cinder cone,-130,US-idaho
0502-01=,Crow Lagoon,Canada,Holocene,54.7,-130.2333333,335,Pyroclastic cone,unknown,Canada
0502-021,Cuernos de Negros,Philippines,Fumarolic,9.25,123.1666667,1862,Complex volcano,unknown,Philippines-C
0502-03=,Cuernos del Diablo,Chile,Holocene,-41.4,-72,1862,Stratovolcano,unknown,Chile-S
0502-04=,Cuicocha,Ecuador,Radiocarbon,0.308333333,-78.36388889,3246,Caldera,-650,Ecuador
0502-05=,Cuilapa-Barbarena,Guatemala,Holocene,14.33333333,-90.4,1454,Volcano field,unknown,Guatemala
0502-06=,Cù-Lao Re Group,Vietnam,Holocene,15.38333333,109.1166667,181,Volcano field,unknown,Vietnam
0502-071,Cumbal,Colombia,Historical,0.95,-77.86666667,4764,Stratovolcano,1926,Colombia
0502-07=,Cumbres  Las,Mexico,Radiocarbon,19.15,-97.26666667,3940,Stratovolcano,-3920,Mexico
0502-08=,Curacoa,Pacific Ocean,Historical,-15.61666667,-173.6666667,-33,Submarine volcano,1938,Tonga-SW Pacific
0502-09=,Curtis island,New Zealand,Uncertain,-30.54222222,-178.5608333,137,Submarine volcano,unknown,Kermadec is
0502-10=,Dabbahu,Ethiopia,Historical,12.6,40.48333333,1442,Stratovolcano,2005,Ethiopia
0502-11=,Dabbayra,Ethiopia,Holocene,12.38333333,40.06666667,1302,Shield volcano,unknown,Ethiopia
0502-12=,Dacht-i-Navar Group,Afghanistan,Holocene,33.95,67.91666667,3800,Lava dome,unknown,Afghanistan
0502-13=,Daikoku,Japan,Fumarolic,21.32361111,144.1944444,-323,Submarine volcano,unknown,Japan
0502-14=,Daisetsu,Japan,Tephrochronology,43.66111111,142.8580556,2290,Stratovolcano,1739,Hokkaido-Japan
0502-15-,Dakataua,Papua New Guinea,Anthropology,-5.055555556,150.1083333,400,Caldera,1895,New Britain-SW Pac
0503-00-,Dalaffilla,Ethiopia,Historical,13.79166667,40.55,613,Stratovolcano,2008,Ethiopia
0503-001,Dallol,Ethiopia,Historical,14.24166667,40.3,-48,Explosion craters,1926,Ethiopia
0503-002,Dama Ali,Ethiopia,Historical,11.28333333,41.63333333,1068,Shield volcano,1631,Ethiopia
0503-003,Damavand,Iran,Uranium-series,35.95138889,52.10944444,5670,Stratovolcano,-5350,Iran
0503-004,Dana,Alaska,Radiocarbon,55.64111111,-161.2138889,1354,Stratovolcano,-1890,Alaska Peninsula
0503-011,Dar-Alages,Armenia,Anthropology,39.7,45.54166667,3329,Pyroclastic cone,-2000,Armenia
0503-01=,Dariganga Volcano Field,Mongolia,Holocene,45.33333333,114,1778,Cinder cone,unknown,Mongolia
0503-021,Darwin,Galapagos,Surface Exposure,-0.183333333,-91.28333333,1330,Shield volcano,1813,Galapagos
0503-02=,Daun  Bukit,Indonesia,Fumarolic,-3.383333333,102.3666667,2467,Stratovolcano,unknown,Sumatra
0503-031,Davidof,Aleutian Islands,Holocene,51.96666667,178.3333333,328,Stratovolcano,unknown,Aleutian is
0503-03=,Davis Lake,United States,Radiocarbon,43.56666667,-121.8166667,2163,Volcano field,-2790,US-Oregon
0503-041,Dawson Strait Group,D'Entrecasteaux Islands,Hydration Rind,-9.616666667,150.8833333,500,Volcano field,1350,D'Entrecasteaux is
0503-04=,Deception island,Antarctica,Historical,-62.96666667,-60.65,576,Caldera,1970,Antarctica
0503-05=,Demon,Russia,Holocene,45.5,148.85,1205,Stratovolcano,unknown,Kuril is
0503-06=,Dempo,Indonesia,Historical,-4.033333333,103.1333333,3173,Stratovolcano,2009,Sumatra
0504-01=,Denison,Alaska,Holocene,58.41777778,-154.4491667,2287,Stratovolcano,unknown,Alaska Peninsula
0504-02=,Descabezado Grande,Chile,Historical,-35.58333333,-70.75,3953,Stratovolcano,1933,Chile-C
0505-00-,Devils Garden,United States,Holocene,43.51166667,-120.8613889,1698,Volcano field,unknown,US-Oregon
0505-011,Dhamar  Harras of,Arabia,Historical,14.56666667,44.66666667,3500,Volcano field,1937,Arabia-S
0505-01=,Diables  Morne aux,British West Indies,Holocene,15.6125,-61.43333333,861,Stratovolcano,unknown,British West Indies
0505-021,Diablotins  Morne,British West Indies,Holocene,15.50333333,-61.39722222,1430,Stratovolcano,unknown,British West Indies
0505-02=,Diamond Craters,United States,Holocene,43.1,-118.75,1435,Volcano field,-5450,British West Indies
0505-03=,Didicas,Philippines,Historical,19.07666667,122.2016667,228,Compound volcano,1978,Luzon-N of
0505-052,Dieng Volcano Complex,Indonesia,Historical,-7.2,109.9166667,2565,Complex volcano,2009,Java
0505-053,Diky Greben,Russia,Radiocarbon,51.45,156.9666667,1070,Lava dome,-350,British West Indies
0505-05=,Dofen,Ethiopia,Holocene,9.35,40.13333333,1151,Stratovolcano,unknown,British West Indies
0505-062,Doma Peaks,New Guinea,Holocene,-5.9,143.15,3568,Stratovolcano,unknown,British West Indies
0505-06=,Domuyo,Argentina,Holocene,-36.58333333,-70.41666667,4709,Stratovolcano,unknown,British West Indies
0505-07=,Don Joao de Castro Bank,Portugal,Historical,38.23333333,-26.63333333,-13,Submarine volcano,1720,Azores
0506-01=,Doña Juana,Colombia,Historical,1.466666667,-76.91666667,4150,Stratovolcano,1906,British West Indies
0507-001,Dotsero,United States,Radiocarbon,39.66055556,-107.035,2230,Maar,-2200,British West Indies
0507-01=,Douglas,Alaska,Holocene,58.85527778,-153.5419444,2140,Stratovolcano,unknown,British West Indies
0507-021,Doyo Seamount,Japan,Fumarolic,27.68333333,140.8,-860,Submarine volcano,unknown,British West Indies
0507-02=,Druze  Jabal ad,Syria,Holocene,32.65833333,36.425,1803,Volcano field,unknown,British West Indies
0507-03=,Dubbi,Ethiopia,Historical,13.58333333,41.80833333,1625,Stratovolcano,1861,British West Indies
0507-04=,Dukono,Indonesia,Historical,1.683333333,127.8833333,1335,Complex volcano,2011,Halmahera-indonesia
0507-05=,Duncan Canal,Alaska,Holocene,56.5,-133.1,15,Volcano field,unknown,Alaska-E
0507-06=,Durango Volcano Field,Mexico,Holocene,24.15,-104.45,2075,Cinder cone,unknown,Mexico
0507-07=,Dutton,Alaska,Holocene,55.16805556,-162.2716667,1506,Stratovolcano,unknown,Alaska Peninsula
0507-081,Dzenzursky,Russia,Holocene,53.63666667,158.9216667,2285,Compound volcano,unknown,Kamchatka
0507-09=,Eagle Lake Field,United States,Holocene,40.63333333,-120.8333333,1652,Fissure vent,unknown,US-California
0507-10=,East Diamante,Pacific Ocean,Fumarolic,15.93333333,145.6666667,-127,Submarine volcano,unknown,Mariana is-C Pacific
0507-11-,East Zway,Ethiopia,Holocene,7.95,38.93333333,1889,Fissure vent,unknown,Ethiopia
0508-001,Easter island,Chile,Holocene,-27.15,-109.3833333,511,Shield volcano,unknown,Chile-is
0508-01=,Eastern Gemini Seamount,Pacific Ocean,Historical,-20.98333333,170.2833333,-80,Submarine volcano,1996,SW Pacific
0508-02=,Ebeko,Russia,Historical,50.68333333,156.0166667,1156,Somma volcano,2010,Kuril is
0509-01-,Ebulobo,Indonesia,Historical,-8.816666667,121.1833333,2124,Stratovolcano,1969,Lesser Sunda Islands
0600-001,Eburru  Ol Doinyo,Africa,Holocene,-0.65,36.21666667,2856,Complex volcano,unknown,Africa-E
0600-01=,Ecuador,Galapagos,Surface Exposure,-0.016666667,-91.54583333,790,Shield volcano,1150,Galapagos
0601-02=,Edgecumbe,Alaska,Radiocarbon,57.05,-135.75,970,Stratovolcano,-2220,Alaska-E
0601-03=,Edziza,Canada,Radiocarbon,57.71666667,-130.6333333,2786,Stratovolcano,-950,Canada
0601-05=,Eggella,Russia,Holocene,56.56666667,158.5166667,1046,Shield volcano,unknown,Kamchatka
0601-07=,Egon,Indonesia,Historical,-8.666666667,122.45,1703,Stratovolcano,2008,Lesser Sunda Islands
0601-08=,Ekarma,Russia,Historical,48.95833333,153.9333333,1170,Stratovolcano,2010,Kuril is
0601-09=,Elbrus,Russia,Tephrochronology,43.33333333,42.45,5633,Stratovolcano,-50,Russia-SW
0601-111,Elmenteita Badlands,Africa,Holocene,-0.516666667,36.26666667,2126,Pyroclastic cone,unknown,Africa-E
0601-11=,Elovsky,Russia,Tephrochronology,57.55,160.5333333,1381,Shield volcano,-7550,Kamchatka
0601-121,Emmons Lake,Alaska,Holocene,55.34055556,-162.0786111,1436,Caldera,unknown,Alaska Peninsula
0601-12=,Emperor of China,Indonesia,Uncertain,-6.616666667,124.2166667,-2850,Submarine volcano,unknown,Banda Sea
0601-131,Emuruangogolak,Africa,Radiocarbon,1.5,36.33333333,1328,Shield volcano,1910,Africa-E
0601-13=,Endeavour Ridge,Pacific Ocean,Uranium-series,47.95,-129.1,-2050,Submarine volcano,-3490,Pacific-NE
0601-14=,Epi,Pacific Ocean,Historical,-16.68333333,168.3666667,833,Stratovolcano,2004,Vanuatu-SW Pacific
0601-15=,Erciyes Dagi,Turkey,Radiocarbon,38.51666667,35.48333333,3916,Stratovolcano,-6880,Turkey
0601-16=,Erebus,Antarctica,Historical,-77.53333333,167.1666667,3794,Stratovolcano,2011,Antarctica
0601-171,Erta Ale,Ethiopia,Historical,13.6,40.66666667,613,Shield volcano,2011,Ethiopia
0601-172,Es Safa,Syria,Historical,33.25,37.06666667,979,Volcano field,1850,Syria
0601-17=,E-san,Japan,Historical,41.80222222,141.1697222,618,Stratovolcano,1874,Hokkaido-Japan
0601-18=,Escanaba Segment,Pacific Ocean,Uranium-series,40.98333333,-127.5,-1700,Submarine volcano,-2260,Pacific-NE
0601-20=,Escorial  Cerro,Chile,Holocene,-25.08333333,-68.36666667,5447,Stratovolcano,unknown,Chile-N
0601-21=,Esjufjoll,Iceland,Uncertain,64.26666667,-16.65,1760,Stratovolcano,unknown,Iceland-SE
0601-22=,Esmeralda Bank,Pacific Ocean,Fumarolic,15,145.25,-43,Submarine volcano,unknown,Mariana is-C Pacific
0601-23=,Est  ile de l',Indian Ocean,Holocene,-46.43333333,52.2,1090,Stratovolcano,unknown,Indian O.-S
0601-24=,Esteli,Nicaragua,Holocene,13.16666667,-86.4,899,Fissure vent,unknown,Nicaragua
0601-251,Etna,Italy,Historical,37.73416667,15.00444444,3330,Stratovolcano,2011,Italy
0601-25=,Eyjafjallajokull,Iceland,Historical,63.63333333,-19.61666667,1666,Stratovolcano,2010,Iceland-S
0601-26=,Falcon island,Pacific Ocean,Historical,-20.31666667,-175.4166667,-17,Submarine volcano,1936,Tonga-SW Pacific
0601-27=,Falso Azufre,Chile,Holocene,-26.8,-68.36666667,5890,Complex volcano,unknown,Chile-N
0601-28=,Farallon de Pajaros,Pacific Ocean,Historical,20.53805556,144.8958333,360,Stratovolcano,1967,Mariana is-C Pacific
0601-29=,Fayal,Portugal,Historical,38.6,-28.73333333,1043,Stratovolcano,1958,Azores
0602-00=,Fedotych,Russia,Holocene,57.13333333,160.4,965,Shield volcano,unknown,Kamchatka
0603-01=,Fentale,Ethiopia,Historical,8.975,39.93333333,2007,Stratovolcano,1820,Ethiopia
0603-02=,Fernandina,Galapagos,Historical,-0.366666667,-91.55,1476,Shield volcano,2009,Galapagos
0603-04=,Fisher,Aleutian Islands,Historical,54.65,-164.4333333,1112,Stratovolcano,1830,Aleutian is
0603-05=,Flores,Guatemala,Holocene,14.30777778,-89.99222222,1600,Volcano field,unknown,Guatemala
0603-06=,Flores,Portugal,Radiocarbon,39.46222222,-31.21611111,914,Stratovolcano,-950,Azores
0603-07=,Fogo,Cape Verde,Historical,14.95,-24.35,2829,Stratovolcano,1995,Cape Verde is
0603-081,Fonualei,Pacific Ocean,Historical,-18.01666667,-174.325,180,Stratovolcano,1957,Tonga-SW Pacific
0603-08=,Forecast Seamount,Pacific Ocean,Fumarolic,13.4,143.9166667,,Submarine volcano,unknown,Mariana is-C Pacific
0603-09=,Fort Portal,Africa,Radiocarbon,0.7,30.25,1615,Tuff cone,-2120,Africa-C
0603-10=,Fort Selkirk,Canada,Holocene,62.93333333,-137.3833333,1239,Volcano field,unknown,Canada
0603-11=,Four Craters Lava Field,United States,Holocene,43.36111111,-120.6694444,1501,Volcano field,unknown,US-Oregon
0603-131,Fournaise  Piton de la,Indian Ocean,Historical,-21.23083333,55.7125,2632,Shield volcano,2010,Indian O.-W
0603-13=,Fourpeaked,Alaska,Historical,58.77,-153.6722222,2105,Stratovolcano,2006,Alaska Peninsula
0603-14=,Fremrinamur,Iceland,Tephrochronology,65.43333333,-16.65,939,Stratovolcano,-1200,Iceland-NE
0603-15=,Frosty,Alaska,Holocene,55.08166667,-162.8138889,2012,Stratovolcano,unknown,Alaska Peninsula
0603-16=,Fuego,Guatemala,Historical,14.47277778,-90.88027778,3763,Stratovolcano,2011,Guatemala
0603-17=,Fueguino,Chile,Historical,-54.95,-70.25,150,Lava dome,1820,Chile-S
0603-18=,Fuerteventura,Canary Islands,Holocene,28.35833333,-14.01666667,529,Fissure vent,unknown,Canary is
0603-20=,Fuji,Japan,Historical,35.3575,138.7305556,3776,Stratovolcano,1708,Honshu-Japan
0603-21=,Fukue-jima,Japan,Tephrochronology,32.65305556,128.8511111,317,Shield volcano,-400,Kyushu-Japan
0603-22=,Fukujin,Japan,Historical,21.93333333,143.4666667,-217,Submarine volcano,1974,Japan
0603-231,Fukutoku-Okanoba,Japan,Historical,24.28333333,141.485,-14,Submarine volcano,2010,Japan
0603-23=,Furnas,Portugal,Historical,37.76666667,-25.31666667,805,Stratovolcano,1630,Azores
0603-24=,Fuss Peak,Russia,Historical,50.26666667,155.25,1772,Stratovolcano,1854,Kuril is
0603-251,Gabillema,Ethiopia,Holocene,11.08333333,41.26666667,1459,Stratovolcano,unknown,Ethiopia
0603-25=,Gada Ale,Ethiopia,Holocene,13.975,40.40833333,287,Stratovolcano,unknown,Ethiopia
0603-26=,Galapagos Rift,Pacific Ocean,Historical,0.791666667,-86.15,-2430,Submarine volcano,1996,Pacific-E
0603-27=,Galeras,Colombia,Historical,1.216666667,-77.36666667,4276,Complex volcano,2010,Colombia
0603-281,Gallego,Pacific Ocean,Holocene,-9.35,159.7333333,1000,Volcano field,unknown,Solomon is-SW Pacific
0603-28=,Galunggung,Indonesia,Historical,-7.25,108.0583333,2168,Stratovolcano,1984,Java
0603-291,Gamalama,Indonesia,Historical,0.8,127.3333333,1715,Stratovolcano,2003,Halmahera-indonesia
0603-292,Gamchen,Russia,Tephrochronology,54.97333333,160.7016667,2576,Complex volcano,-550,Kamchatka
0603-29=,Gamkonora,Indonesia,Historical,1.383333333,127.5333333,1635,Stratovolcano,2007,Halmahera-indonesia
0603-30=,Garbuna Group,Papua New Guinea,Historical,-5.45,150.0333333,564,Stratovolcano,-150,New Britain-SW Pac
0603-31=,Gareloi,Aleutian Islands,Historical,51.79027778,-178.7938889,1573,Stratovolcano,1989,Aleutian is
0603-321,Garibaldi,Canada,Radiocarbon,49.85,-123,2678,Stratovolcano,-8060,Canada
0603-32=,Garibaldi Lake,Canada,Holocene,49.91666667,-123.0333333,2316,Volcano field,unknown,Canada
0603-33=,Garove,Papua New Guinea,Holocene,-4.691666667,149.5,368,Stratovolcano,unknown,New Britain-SW Pac
0603-34=,Garua Harbour,Papua New Guinea,Holocene,-5.3,150.0666667,565,Volcano field,unknown,New Britain-SW Pac
0603-351,Gaua,Pacific Ocean,Historical,-14.26666667,167.5,797,Stratovolcano,2010,Vanuatu-SW Pacific
0603-35=,Gedamsa,Ethiopia,Holocene,8.35,39.18333333,1984,Caldera,unknown,Ethiopia
0604-001,Gede,Indonesia,Historical,-6.783333333,106.9833333,2958,Stratovolcano,1957,Java
0604-01=,Genovesa,Galapagos,Holocene,0.316666667,-89.95833333,64,Shield volcano,unknown,Galapagos
0604-02=,Geodesistoy,Russia,Holocene,56.33333333,158.6666667,1170,Shield volcano,unknown,Kamchatka
0604-03=,Ghegam Ridge,Armenia,Anthropology,40.275,44.75,3597,Volcano field,-1900,Armenia
0604-04=,Giggenbach,New Zealand,Fumarolic,-30.03583333,-178.7125,-65,Submarine volcano,unknown,Kermadec is
0604-05=,Girekol Tepe,Turkey,Holocene,39.16666667,43.33333333,,Shield volcano,unknown,Turkey
0604-06=,Glacier Peak,United States,Tephrochronology,48.11166667,-121.1127778,3213,Stratovolcano,1700,US-Washington
0604-071,Gloria La,Mexico,Holocene,19.33333333,-97.25,3500,Volcano field,unknown,Mexico
0604-07=,Golan Heights,Syria,Holocene,33.1,35.96666667,1197,Volcano field,unknown,Syria
0604-08=,Golaya,Russia,Holocene,52.2625,157.7866667,858,Stratovolcano,unknown,Kamchatka
0604-09=,Golden Trout Creek,United States,Tephrochronology,36.35833333,-118.3166667,2886,Volcano field,-5550,US-California
0604-10=,Golets-Tornyi Group,Russia,Holocene,45.25,148.35,442,Pyroclastic cone,unknown,Kuril is
0604-11=,Gollu Dag,Turkey,Holocene,38.25,34.56666667,2143,Lava dome,unknown,Turkey
0604-12=,Golovnin,Russia,Historical,43.84111111,145.5086111,543,Caldera,1848,Kuril is
0604-13=,Goodenough,D'Entrecasteaux Islands,Holocene,-9.483333333,150.35,220,Volcano field,unknown,D'Entrecasteaux is
0604-14=,Gordon,Alaska,Holocene,62.13333333,-143.0833333,2755,Cinder cone,unknown,Alaska-E
0604-15=,Gorely,Russia,Historical,52.55833333,158.0333333,1829,Caldera,2010,Kamchatka
0604-16=,Goriaschaia Sopka,Russia,Historical,46.83333333,151.75,891,Stratovolcano,1914,Kuril is
0604-17=,Gorny institute,Russia,Radiocarbon,57.33333333,160.2,2125,Stratovolcano,1250,Kamchatka
0604-18=,Graciosa,Portugal,Holocene,39.01666667,-27.96666667,402,Stratovolcano,unknown,Azores
0604-20=,Gran Canaria,Canary Islands,Radiocarbon,28,-15.58333333,1950,Fissure vent,-40,Canary is
0604-22=,Granada,Nicaragua,Holocene,11.91666667,-85.98333333,300,Fissure vent,unknown,Nicaragua
0604-23=,Great Sitkin,Aleutian Islands,Historical,52.07611111,-176.13,1740,Stratovolcano,1974,Aleutian is
0604-24=,Griggs,Alaska,Radiocarbon,58.35388889,-155.0916667,2317,Stratovolcano,-1790,Alaska Peninsula
0604-25=,Grille  La,Indian Ocean,Holocene,-11.46666667,43.33333333,1087,Shield volcano,unknown,Indian O.-W
0604-26=,Grimsnes,Iceland,Tephrochronology,64.03333333,-20.86666667,214,Crater rows,-3500,Iceland-SW
0604-27=,Grimsvotn,Iceland,Historical,64.41666667,-17.33333333,1725,Caldera,2011,Iceland-NE
0604-28=,Groppo,Ethiopia,Holocene,11.73333333,40.25,930,Stratovolcano,unknown,Ethiopia
0605-01=,Grozny Group,Russia,Historical,45.02611111,147.9219444,1211,Complex volcano,1793,Kuril is
0605-02=,Guadalupe,Mexico,Holocene,29.06666667,-118.2833333,1100,Shield volcano,unknown,Mexico
0605-03=,Guagua Pichincha,Ecuador,Historical,-0.170833333,-78.59833333,4784,Stratovolcano,2004,Ecuador
0605-04=,Guallatiri,Chile,Historical,-18.41666667,-69.09166667,6071,Stratovolcano,1960,Chile-N
0605-05=,Guayaques,Chile,Holocene,-22.895,-67.56583333,5598,Lava dome,unknown,Chile-N
0605-06=,Guazapa,El Salvador,Holocene,13.9,-89.11666667,1438,Stratovolcano,unknown,El Salvador
0605-07=,Gufa,Ethiopia,Holocene,12.55,42.53333333,600,Volcano field,unknown,Ethiopia
0605-08=,Guguan,Pacific Ocean,Historical,17.30722222,145.8447222,287,Stratovolcano,1883,Mariana is-C Pacific
0605-09=,Guntur,Indonesia,Historical,-7.143333333,107.8397222,2249,Complex volcano,1847,Java
0606-01=,Gunungapi Wetar,Indonesia,Historical,-6.641666667,126.65,282,Stratovolcano,1699,Banda Sea
0606-02=,Hachijo-jima,Japan,Historical,33.13333333,139.7691667,854,Stratovolcano,1606,izu is-Japan
0606-03=,Hachimantai,Japan,Radiocarbon,39.955,140.8575,1614,Stratovolcano,-5350,Honshu-Japan
0606-04=,Hainan Dao,China,Historical,19.7,110.1,,Pyroclastic cone,1933,China
0606-07-,Hakkoda Group,Japan,Radiocarbon,40.65611111,140.8808333,1585,Stratovolcano,1550,Honshu-Japan
0606-10=,Hakone,Japan,Radiocarbon,35.23,139.0238889,1438,Complex volcano,1170,Honshu-Japan
0606-11=,Haku-san,Japan,Historical,36.15194444,136.7744444,2702,Stratovolcano,1659,Honshu-Japan
0606-12=,Haleakala,Hawaii,Anthropology,20.70833333,-156.25,3055,Shield volcano,1750,Hawaiian is
0606-13=,Halla,Korea,Historical,33.36666667,126.5333333,1950,Shield volcano,1007,Korea
0607-01=,Hanish,Red Sea,Holocene,13.71666667,42.73333333,422,Shield volcano,unknown,Red Sea
0607-02=,Hargy,Papua New Guinea,Radiocarbon,-5.333333333,151.1,1148,Stratovolcano,-950,New Britain-SW Pac
0607-03=,Harrah  Al,Arabia,Holocene,31.08333333,38.41666667,1100,Volcano field,unknown,Arabia-W
0607-04=,Haruj,Africa,Holocene,27.25,17.5,1200,Volcano field,unknown,Africa-N
0608-001,Haruna,Japan,Anthropology,36.47388889,138.8813889,1449,Stratovolcano,-550,Honshu-Japan
0608-01=,Hasan Dagi,Turkey,Holocene,38.13333333,34.16666667,3253,Stratovolcano,unknown,Turkey
0608-03=,Haut Dong Nai,Vietnam,Holocene,11.6,108.2,1000,Volcano field,unknown,Vietnam
0608-04=,Hayes,Alaska,Radiocarbon,61.64027778,-152.4113889,3034,Stratovolcano,1200,Alaska-SW
0608-051,Haylan  Jabal,Arabia,Anthropology,15.43333333,44.78333333,1550,Volcano field,-1200,Arabia-S
0608-052,Hayli Gubbi,Ethiopia,Holocene,13.5,40.71666667,521,Shield volcano,unknown,Ethiopia
0608-05=,Healy,New Zealand,Radiocarbon,-35.00361111,178.9725,980,Submarine volcano,1360,New Zealand
0608-061,Heard,Indian Ocean,Historical,-53.10555556,73.5125,2745,Stratovolcano,2008,Indian O.-S
0608-062,Heart Peaks,Canada,Holocene,58.6,-131.9666667,2012,Shield volcano,unknown,Canada
0608-063,Hekla,Iceland,Historical,63.98333333,-19.7,1491,Stratovolcano,2000,Iceland-S
0608-06=,Helgrindur,Iceland,Holocene,64.86666667,-23.25,647,Pyroclastic cone,unknown,Iceland-W
0608-071,Hell's Half Acre,United States,Radiocarbon,43.5,-112.45,1631,Shield volcano,-3250,US-idaho
0608-072,Hengill,Iceland,Historical,64.08333333,-21.31666667,803,Crater rows,-150,Iceland-SW
0608-073,Herbert,Aleutian Islands,Holocene,52.74222222,-170.1105556,1280,Stratovolcano,unknown,Aleutian is
0608-07=,Hertali,Ethiopia,Holocene,9.783333333,40.33333333,900,Fissure vent,unknown,Ethiopia
0610-01-,Hierro,Canary Islands,Radiocarbon,27.73333333,-18.03333333,1500,Shield volcano,-550,Canary is
0700-01=,Hijiori,Japan,Holocene,38.60583333,140.1783333,516,Caldera,unknown,Honshu-Japan
0701-011,Hiri,Indonesia,Holocene,0.9,127.3166667,630,Stratovolcano,unknown,Halmahera-indonesia
0701-01=,Hiuchi,Japan,Historical,36.95194444,139.2886111,2356,Stratovolcano,1544,Honshu-Japan
0701-02=,Hobicha Caldera,Ethiopia,Holocene,6.783333333,37.83333333,1800,Caldera,unknown,Ethiopia
0701-031,Hodson,Antarctica,Holocene,-56.7,-27.15,1005,Stratovolcano,unknown,Antarctica
